Type,Units,Time,Barometric Pressure,Temperature,Humidity,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3,cDAQ1Mod2/ai1,cDAQ1Mod2/ai2,cDAQ1Mod2/ai3
Type,US / Metric,Time,PSI / Pascals,F / C,% / %,lbf / N,lbf / N,in.lb / Nm,degrees / degrees, / , / , / , / 
Sing,Metric,251107 14:38:56.186093,   14.000000,  375.000000,  450.000000,   -1.429188,   -4.301226,   -0.298674,  -16.714883,   -0.018208,   -0.031446,  -10.426303,   -0.023154
Sing,Metric,251107 14:39:06.201063,   14.000000,  375.000000,  450.000000,   -1.351485,   -3.878883,   -0.301371,  -15.667239,   -0.017615,   -0.034757,  -10.426303,   -0.023244
Sing,Metric,251107 14:39:24.256983,   14.000000,  375.000000,  450.000000,   -1.407220,   -3.363474,   -0.300468,  -14.665729,   -0.018691,   -0.035016,  -10.426303,   -0.023459
Sing,Metric,251107 14:39:40.401484,   14.000000,  375.000000,  450.000000,   -1.410887,   -2.995765,   -0.287182,  -13.742652,   -0.018696,   -0.033986,  -10.426303,   -0.024606
Sing,Metric,251107 14:39:49.633517,   14.000000,  375.000000,  450.000000,   -1.301802,   -2.655184,   -0.267109,  -12.715149,   -0.018651,   -0.034496,  -10.426303,   -0.023985
Sing,Metric,251107 14:39:59.639486,   14.000000,  375.000000,  450.000000,   -1.110059,   -2.166126,   -0.238855,  -11.670504,   -0.017810,   -0.036562,  -10.426303,   -0.024272
Sing,Metric,251107 14:40:39.401376,   14.000000,  375.000000,  450.000000,   -0.978702,   -1.900299,   -0.223523,  -10.746398,   -0.017816,   -0.032882,  -10.426303,   -0.022483
Sing,Metric,251107 14:40:49.176353,   14.000000,  375.000000,  450.000000,   -0.834409,   -1.552245,   -0.202174,   -9.748167,   -0.018780,   -0.033762,  -10.426303,   -0.022441
Sing,Metric,251107 14:40:59.761624,   14.000000,  375.000000,  450.000000,   -0.662712,   -1.117439,   -0.175266,   -8.718233,   -0.019239,   -0.032460,  -10.426303,   -0.023022
Sing,Metric,251107 14:41:09.544089,   14.000000,  375.000000,  450.000000,   -0.505908,   -0.817228,   -0.156046,   -7.652783,   -0.017027,   -0.031816,  -10.426303,   -0.023072
Sing,Metric,251107 14:41:36.904977,   14.000000,  375.000000,  450.000000,   -0.344986,   -0.388429,   -0.127555,   -6.678168,   -0.017166,   -0.032276,  -10.426303,   -0.024693
