alpha_deg,CL,dCL
-18.414883,-0.275421607271516,0.000389873718365803
-17.367239,-0.250484832893529,0.000378347589671114
-16.365729,-0.220918656737387,0.000365383587016907
-15.442652,-0.199226424164943,0.000357336292540219
-14.415149,-0.1774767774094,0.000350906779427251
-13.370504,-0.144585458157907,0.000343011857403261
-12.446398,-0.126456682298286,0.000339230275549977
-11.448167,-0.103328163518488,0.000335127990985232
-10.418233,-0.0741615875470233,0.000331225344368697
-9.352783,-0.0531877317811938,0.000329201085401366
-8.378168,-0.0247232780558112,0.000327523751569443
-7.415881,-0.00566243356754964,0.000327024729875868
-6.401091,0.0175359543753678,0.000327153675352748
-5.379546,0.0365167984456589,0.000327909097284943
-4.443125,0.0579031243190062,0.00032938782795844
-3.436166,0.0802632948735885,0.000331683525976923
-2.415661,0.0998606997652184,0.000334249499008003
-1.338045,0.12149471918224,0.000337761082997946
-0.362892,0.141348908887266,0.000341480636498192
0.55684,0.160449540479397,0.00034566339436149
1.588918,0.181463386646731,0.000350766025664863
2.61791,0.205491029932633,0.000357290067550004
3.541078,0.226216893307568,0.000363593726801095
4.612154,0.250874006828684,0.000371525906171305
5.579693,0.274581010623576,0.000379983582339965
6.62079,0.29474550035217,0.000387623893730674
7.630315,0.325357398592623,0.000399900332469978
8.588868,0.34064908221561,0.000406570472953305
9.571515,0.360840098570341,0.000415604997730859
10.59927,0.388698560653908,0.00042850300944358
11.596923,0.412838573924051,0.000440511424272197
12.637708,0.439768243079781,0.000454255483983843
13.578491,0.455815838271756,0.000462924777162662
14.60437,0.478196596447356,0.0004753171793136
15.616072,0.49869837649885,0.000487256343693617
16.561641,0.52079427766007,0.000500169132533756
