Type,Units,Time,Barometric Pressure,Temperature,Humidity,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3,cDAQ1Mod2/ai1,cDAQ1Mod2/ai2,cDAQ1Mod2/ai3
Type,US / Metric,Time,PSI / Pascals,F / C,% / %,lbf / N,lbf / N,in.lb / Nm,degrees / degrees, / , / , / , / 
Sing,Metric,251101 07:54:56.192131,   14.000000,  375.000000,  450.000000,   -1.655832,   -0.972194,   -0.073717,  -16.699485,   -0.019127,   -0.034774,  -10.426303,   -0.026736
Sing,Metric,251101 07:55:06.321435,   14.000000,  375.000000,  450.000000,   -1.552246,   -0.940022,   -0.081818,  -15.654786,   -0.020730,   -0.033275,  -10.426303,   -0.024801
Sing,Metric,251101 07:55:12.042409,   14.000000,  375.000000,  450.000000,   -1.448830,   -0.827469,   -0.081402,  -14.659895,   -0.019266,   -0.035926,  -10.426303,   -0.025380
Sing,Metric,251101 07:55:17.753870,   14.000000,  375.000000,  450.000000,   -1.333493,   -0.769623,   -0.079021,  -13.727728,   -0.019371,   -0.036842,  -10.426303,   -0.026510
Sing,Metric,251101 07:55:25.635156,   14.000000,  375.000000,  450.000000,   -1.252872,   -0.671356,   -0.074804,  -12.708897,   -0.019296,   -0.036678,  -10.426303,   -0.026401
Sing,Metric,251101 07:55:32.273429,   14.000000,  375.000000,  450.000000,   -1.126504,   -0.573367,   -0.067692,  -11.705910,   -0.019646,   -0.036191,  -10.426303,   -0.025104
Sing,Metric,251101 07:55:45.788318,   14.000000,  375.000000,  450.000000,   -1.006336,   -0.519326,   -0.062332,  -10.729345,   -0.018201,   -0.033873,  -10.426303,   -0.025188
Sing,Metric,251101 07:55:52.730017,   14.000000,  375.000000,  450.000000,   -0.875791,   -0.457224,   -0.056191,   -9.737675,   -0.017988,   -0.035720,  -10.426303,   -0.024914
Sing,Metric,251101 07:55:59.545976,   14.000000,  375.000000,  450.000000,   -0.772790,   -0.385670,   -0.050209,   -8.717304,   -0.019461,   -0.035504,  -10.426303,   -0.026025
Sing,Metric,251101 07:56:06.097712,   14.000000,  375.000000,  450.000000,   -0.648214,   -0.312280,   -0.043909,   -7.655561,   -0.019545,   -0.036075,  -10.426303,   -0.024644
Sing,Metric,251101 07:56:11.802011,   14.000000,  375.000000,  450.000000,   -0.517498,   -0.234793,   -0.037246,   -6.710077,   -0.019486,   -0.032841,  -10.426303,   -0.025738
Sing,Metric,251101 07:56:19.122388,   14.000000,  375.000000,  450.000000,   -0.394305,   -0.175480,   -0.031314,   -5.704158,   -0.018381,   -0.032986,  -10.426303,   -0.025127
Sing,Metric,251101 07:56:26.482419,   14.000000,  375.000000,  450.000000,   -0.281684,   -0.094759,   -0.024379,   -4.694354,   -0.022594,   -0.034195,  -10.426303,   -0.024965
Sing,Metric,251101 07:56:33.250754,   14.000000,  375.000000,  450.000000,   -0.162664,    0.001766,   -0.015956,   -3.675247,   -0.020666,   -0.032736,  -10.426303,   -0.025471
Sing,Metric,251101 07:56:39.944528,   14.000000,  375.000000,  450.000000,   -0.042873,    0.113733,   -0.007498,   -2.734729,   -0.018555,   -0.037267,  -10.426303,   -0.026030
Sing,Metric,251101 07:56:49.025678,   14.000000,  375.000000,  450.000000,    0.080249,    0.222904,    0.000770,   -1.752481,   -0.020272,   -0.035692,  -10.426303,   -0.025003
Sing,Metric,251101 07:56:55.338071,   14.000000,  375.000000,  450.000000,    0.207166,    0.315925,    0.008101,   -0.701300,   -0.020940,   -0.036595,  -10.426303,   -0.026868
