Type,Units,Time,Barometric Pressure,Temperature,Humidity,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3,cDAQ1Mod2/ai1,cDAQ1Mod2/ai2,cDAQ1Mod2/ai3
Type,US / Metric,Time,PSI / Pascals,F / C,% / %,lbf / N,lbf / N,in.lb / Nm,degrees / degrees, / , / , / , / 
Sing,Metric,251107 16:49:32.912375,   14.000000,  375.000000,  450.000000,   -1.472944,   -5.377986,   -0.295727,  -16.700415,   -0.016588,   -0.031606,  -10.426303,   -0.025679
Sing,Metric,251107 16:50:16.416965,   14.000000,  375.000000,  450.000000,   -1.382351,   -4.929217,   -0.297374,  -15.689300,   -0.018590,   -0.036291,  -10.426303,   -0.025770
Sing,Metric,251107 16:50:26.944254,   14.000000,  375.000000,  450.000000,   -1.347971,   -4.461029,   -0.298801,  -14.727931,   -0.019694,   -0.033951,  -10.426303,   -0.024764
Sing,Metric,251107 16:50:33.848255,   14.000000,  375.000000,  450.000000,   -1.403406,   -3.896476,   -0.288028,  -13.723866,   -0.019751,   -0.034837,  -10.426303,   -0.026164
Sing,Metric,251107 16:50:41.993253,   14.000000,  375.000000,  450.000000,   -1.321487,   -3.457208,   -0.267870,  -12.691288,   -0.018451,   -0.035069,  -10.426303,   -0.024582
Sing,Metric,251107 16:50:50.603837,   14.000000,  375.000000,  450.000000,   -1.151857,   -2.936593,   -0.243543,  -11.663434,   -0.018496,   -0.036840,  -10.426303,   -0.025866
Sing,Metric,251107 16:51:10.442224,   14.000000,  375.000000,  450.000000,   -0.980416,   -2.490057,   -0.221923,  -10.631169,   -0.020137,   -0.033387,  -10.426303,   -0.025134
Sing,Metric,251107 16:51:22.648890,   14.000000,  375.000000,  450.000000,   -0.825244,   -2.058741,   -0.201115,   -9.734786,   -0.019875,   -0.033025,  -10.426303,   -0.025065
Sing,Metric,251107 16:51:30.345240,   14.000000,  375.000000,  450.000000,   -0.643175,   -1.567234,   -0.178308,   -8.700192,   -0.018452,   -0.034336,  -10.426303,   -0.025867
Sing,Metric,251107 16:51:37.849635,   14.000000,  375.000000,  450.000000,   -0.469527,   -1.042987,   -0.154097,   -7.649310,   -0.018942,   -0.032480,  -10.426303,   -0.025674
Sing,Metric,251107 16:52:06.506361,   14.000000,  375.000000,  450.000000,   -0.284397,   -0.487976,   -0.128143,   -6.680962,   -0.017632,   -0.036546,  -10.426303,   -0.023529
Sing,Metric,251107 16:52:14.385910,   14.000000,  375.000000,  450.000000,   -0.163152,   -0.087410,   -0.109802,   -5.725651,   -0.017985,   -0.035923,  -10.426303,   -0.026279
Sing,Metric,251107 16:52:24.633212,   14.000000,  375.000000,  450.000000,   -0.001178,    0.466168,   -0.083941,   -4.687545,   -0.017913,   -0.038540,  -10.426303,   -0.023027
Sing,Metric,251107 16:52:31.666580,   14.000000,  375.000000,  450.000000,    0.148429,    1.009129,   -0.058515,   -3.658609,   -0.019718,   -0.037737,  -10.426303,   -0.022815
Sing,Metric,251107 16:52:44.273615,   14.000000,  375.000000,  450.000000,    0.275812,    1.496514,   -0.034935,   -2.741590,   -0.018333,   -0.035625,  -10.426303,   -0.024650
Sing,Metric,251107 16:52:54.600416,   14.000000,  375.000000,  450.000000,    0.397094,    1.948893,   -0.014024,   -1.715668,   -0.018425,   -0.035108,  -10.426303,   -0.023279
Sing,Metric,251107 16:53:04.273415,   14.000000,  375.000000,  450.000000,    0.519627,    2.422391,    0.008696,   -0.694195,   -0.019630,   -0.033418,  -10.426303,   -0.022998
Sing,Metric,251107 16:53:15.665443,   14.000000,  375.000000,  450.000000,    0.664486,    3.012455,    0.037149,    0.292614,   -0.018799,   -0.033359,  -10.426303,   -0.023136
Sing,Metric,251107 16:53:26.849248,   14.000000,  375.000000,  450.000000,    0.768821,    3.427740,    0.058220,    1.325661,   -0.017903,   -0.032692,  -10.426303,   -0.025016
Sing,Metric,251107 16:53:34.986586,   14.000000,  375.000000,  450.000000,    0.863641,    3.860727,    0.080577,    2.282256,   -0.018093,   -0.033955,  -10.426303,   -0.024694
Sing,Metric,251107 16:53:43.072559,   14.000000,  375.000000,  450.000000,    0.974178,    4.342629,    0.105905,    3.308547,   -0.019015,   -0.036087,  -10.426303,   -0.025627
Sing,Metric,251107 16:53:50.152561,   14.000000,  375.000000,  450.000000,    1.061147,    4.772181,    0.128495,    4.308140,   -0.019014,   -0.032670,  -10.426303,   -0.024504
Sing,Metric,251107 16:53:56.072948,   14.000000,  375.000000,  450.000000,    1.148325,    5.226274,    0.152409,    5.357806,   -0.016940,   -0.032780,  -10.426303,   -0.024940
Sing,Metric,251107 16:54:04.129700,   14.000000,  375.000000,  450.000000,    1.231294,    5.630540,    0.172967,    6.276263,   -0.018681,   -0.034682,  -10.426303,   -0.025890
Sing,Metric,251107 16:54:12.130063,   14.000000,  375.000000,  450.000000,    1.323972,    6.227494,    0.201168,    7.323868,   -0.018584,   -0.036686,  -10.426303,   -0.026160
Sing,Metric,251107 16:54:22.993029,   14.000000,  375.000000,  450.000000,    1.403799,    6.703997,    0.225658,    8.343160,   -0.018871,   -0.033347,  -10.426303,   -0.025697
Sing,Metric,251107 16:55:23.257940,   14.000000,  375.000000,  450.000000,    1.476941,    7.100164,    0.247555,    9.351660,   -0.016634,   -0.034490,  -10.426303,   -0.025307
Sing,Metric,251107 16:55:33.385273,   14.000000,  375.000000,  450.000000,    1.523547,    7.414473,    0.264562,   10.262027,   -0.017799,   -0.032200,  -10.426303,   -0.024529
Sing,Metric,251107 16:55:40.405273,   14.000000,  375.000000,  450.000000,    1.586436,    7.742603,    0.283799,   11.287801,   -0.017867,   -0.030086,  -10.426303,   -0.024126
Sing,Metric,251107 16:55:52.738274,   14.000000,  375.000000,  450.000000,    1.657416,    8.118950,    0.306956,   12.357439,   -0.018565,   -0.033534,  -10.426303,   -0.025714
Sing,Metric,251107 16:56:02.777307,   14.000000,  375.000000,  450.000000,    1.685998,    8.492565,    0.327510,   13.321506,   -0.018266,   -0.033030,  -10.426303,   -0.023170
Sing,Metric,251107 16:56:15.168274,   14.000000,  375.000000,  450.000000,    1.745193,    8.876376,    0.349867,   14.337364,   -0.019039,   -0.035883,  -10.426303,   -0.025627
Sing,Metric,251107 16:56:25.361274,   14.000000,  375.000000,  450.000000,    1.774784,    9.127608,    0.366870,   15.297769,   -0.019593,   -0.036648,  -10.426303,   -0.024413
Sing,Metric,251107 16:56:32.593880,   14.000000,  375.000000,  450.000000,    1.802145,    9.391282,    0.383230,   16.320421,   -0.018333,   -0.038402,  -10.426303,   -0.024278
Sing,Metric,251107 16:56:50.489528,   14.000000,  375.000000,  450.000000,    1.835471,    9.780406,    0.406014,   17.283679,   -0.017333,   -0.034300,  -10.426303,   -0.026488
Sing,Metric,251107 16:57:02.346073,   14.000000,  375.000000,  450.000000,    1.859279,   10.081209,    0.423337,   18.274108,   -0.017174,   -0.034744,  -10.426303,   -0.025430
