Type,Units,Time,Barometric Pressure,Temperature,Humidity,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3,cDAQ1Mod2/ai1,cDAQ1Mod2/ai2,cDAQ1Mod2/ai3
Type,US / Metric,Time,PSI / Pascals,F / C,% / %,lbf / N,lbf / N,in.lb / Nm,degrees / degrees, / , / , / , / 
Sing,Metric,251108 12:31:25.334616,   14.000000,  375.000000,  450.000000,   -1.636555,   -0.913535,   -0.078728,  -16.728139,   -0.018316,   -0.029694,  -10.426303,   -0.025733
Sing,Metric,251108 12:31:41.053843,   14.000000,  375.000000,  450.000000,   -1.528098,   -0.927409,   -0.086480,  -15.638085,   -0.018512,   -0.034094,  -10.426303,   -0.024593
Sing,Metric,251108 12:32:00.876852,   14.000000,  375.000000,  450.000000,   -1.433803,   -0.874724,   -0.090191,  -14.685534,   -0.017673,   -0.033950,  -10.426303,   -0.025037
Sing,Metric,251108 12:32:15.877015,   14.000000,  375.000000,  450.000000,   -1.346859,   -0.797594,   -0.090468,  -13.735996,   -0.018381,   -0.033045,  -10.426303,   -0.023500
Sing,Metric,251108 12:32:30.316965,   14.000000,  375.000000,  450.000000,   -1.250372,   -0.711725,   -0.085288,  -12.646624,   -0.017834,   -0.034492,  -10.426303,   -0.025792
Sing,Metric,251108 12:32:46.013015,   14.000000,  375.000000,  450.000000,   -1.139373,   -0.619697,   -0.077881,  -11.697348,   -0.016932,   -0.034805,  -10.426303,   -0.023350
Sing,Metric,251108 12:33:03.428471,   14.000000,  375.000000,  450.000000,   -0.997064,   -0.515069,   -0.068716,  -10.665042,   -0.017988,   -0.036167,  -10.426303,   -0.024183
Sing,Metric,251108 12:33:21.690423,   14.000000,  375.000000,  450.000000,   -0.873028,   -0.453303,   -0.062537,   -9.700962,   -0.018263,   -0.036941,  -10.426303,   -0.024438
Sing,Metric,251108 12:33:33.508396,   14.000000,  375.000000,  450.000000,   -0.758821,   -0.413411,   -0.058246,   -8.733733,   -0.018084,   -0.031948,  -10.426303,   -0.024297
Sing,Metric,251108 12:33:59.757000,   14.000000,  375.000000,  450.000000,   -0.635754,   -0.309476,   -0.049659,   -7.673951,   -0.016316,   -0.032986,  -10.426303,   -0.024439
Sing,Metric,251108 12:34:13.844466,   14.000000,  375.000000,  450.000000,   -0.502384,   -0.184098,   -0.040110,   -6.661318,   -0.017628,   -0.032085,  -10.426303,   -0.024576
