Type,Units,Time,Barometric Pressure,Temperature,Humidity,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3,cDAQ1Mod2/ai1,cDAQ1Mod2/ai2,cDAQ1Mod2/ai3
Type,US / Metric,Time,PSI / Pascals,F / C,% / %,lbf / N,lbf / N,in.lb / Nm,degrees / degrees, / , / , / , / 
Sing,Metric,251108 13:09:39.580114,   14.000000,  375.000000,  450.000000,   -1.681546,   -1.102333,   -0.089101,  -16.718007,   -0.020661,   -0.034311,  -10.426303,   -0.025769
Sing,Metric,251108 13:09:48.316809,   14.000000,  375.000000,  450.000000,   -1.575674,   -1.039768,   -0.092219,  -15.678423,   -0.017840,   -0.035561,  -10.426303,   -0.025107
Sing,Metric,251108 13:09:58.189335,   14.000000,  375.000000,  450.000000,   -1.458957,   -0.902826,   -0.091056,  -14.673884,   -0.018239,   -0.036519,  -10.426303,   -0.023798
Sing,Metric,251108 13:10:07.410691,   14.000000,  375.000000,  450.000000,   -1.376032,   -0.783078,   -0.087505,  -13.598374,   -0.018660,   -0.033636,  -10.426303,   -0.024996
Sing,Metric,251108 13:10:26.712942,   14.000000,  375.000000,  450.000000,   -1.254086,   -0.676859,   -0.079959,  -12.721698,   -0.016896,   -0.032567,  -10.426303,   -0.024813
Sing,Metric,251108 13:10:39.133535,   14.000000,  375.000000,  450.000000,   -1.131568,   -0.619862,   -0.074930,  -11.710619,   -0.018167,   -0.032777,  -10.426303,   -0.023585
Sing,Metric,251108 13:10:54.252523,   14.000000,  375.000000,  450.000000,   -1.018449,   -0.532117,   -0.068414,  -10.682350,   -0.018867,   -0.033546,  -10.426303,   -0.024022
Sing,Metric,251108 13:11:05.797531,   14.000000,  375.000000,  450.000000,   -0.880863,   -0.461672,   -0.061903,   -9.694880,   -0.018192,   -0.034291,  -10.426303,   -0.022455
Sing,Metric,251108 13:11:14.180500,   14.000000,  375.000000,  450.000000,   -0.758082,   -0.374585,   -0.054958,   -8.694870,   -0.018587,   -0.032205,  -10.426303,   -0.025729
Sing,Metric,251108 13:11:25.893112,   14.000000,  375.000000,  450.000000,   -0.635093,   -0.265592,   -0.046750,   -7.672299,   -0.017321,   -0.031306,  -10.426303,   -0.024644
Sing,Metric,251108 13:11:35.172678,   14.000000,  375.000000,  450.000000,   -0.514857,   -0.176235,   -0.039699,   -6.673168,   -0.019034,   -0.033080,  -10.426303,   -0.024170
Sing,Metric,251108 13:11:43.948702,   14.000000,  375.000000,  450.000000,   -0.386343,   -0.116525,   -0.033760,   -5.718074,   -0.019386,   -0.032344,  -10.426303,   -0.025199
Sing,Metric,251108 13:11:55.629710,   14.000000,  375.000000,  450.000000,   -0.253877,   -0.034531,   -0.026251,   -4.717402,   -0.019809,   -0.032754,  -10.426303,   -0.025652
Sing,Metric,251108 13:12:05.701255,   14.000000,  375.000000,  450.000000,   -0.120905,    0.060953,   -0.018414,   -3.658017,   -0.017242,   -0.032207,  -10.426303,   -0.023965
Sing,Metric,251108 13:12:20.214281,   14.000000,  375.000000,  450.000000,   -0.024138,    0.190602,   -0.009741,   -2.727831,   -0.017611,   -0.032512,  -10.426303,   -0.024759
Sing,Metric,251108 13:12:36.941885,   14.000000,  375.000000,  450.000000,    0.078326,    0.241148,   -0.004055,   -1.741843,   -0.018817,   -0.032574,  -10.426303,   -0.025388
Sing,Metric,251108 13:12:46.525881,   14.000000,  375.000000,  450.000000,    0.216893,    0.343597,    0.003796,   -0.733187,   -0.017651,   -0.034068,  -10.426303,   -0.023264
Sing,Metric,251108 13:12:54.910448,   14.000000,  375.000000,  450.000000,    0.347154,    0.443099,    0.011237,    0.319595,   -0.017666,   -0.032453,  -10.426303,   -0.024351
Sing,Metric,251108 13:13:08.796440,   14.000000,  375.000000,  450.000000,    0.454672,    0.527645,    0.017067,    1.346321,   -0.018057,   -0.032583,  -10.426303,   -0.024350
Sing,Metric,251108 13:13:21.229434,   14.000000,  375.000000,  450.000000,    0.554462,    0.648675,    0.024275,    2.275819,   -0.017998,   -0.030864,  -10.426303,   -0.024585
Sing,Metric,251108 13:13:32.668444,   14.000000,  375.000000,  450.000000,    0.682405,    0.725172,    0.029785,    3.286939,   -0.018946,   -0.033193,  -10.426303,   -0.023747
Sing,Metric,251108 13:13:41.485208,   14.000000,  375.000000,  450.000000,    0.774378,    0.842011,    0.037161,    4.317124,   -0.018257,   -0.032313,  -10.426303,   -0.024760
Sing,Metric,251108 13:13:52.732816,   14.000000,  375.000000,  450.000000,    0.884413,    0.982451,    0.045818,    5.347172,   -0.017970,   -0.031132,  -10.426303,   -0.023716
Sing,Metric,251108 13:14:04.564961,   14.000000,  375.000000,  450.000000,    0.998160,    1.099113,    0.053668,    6.343823,   -0.018347,   -0.033812,  -10.426303,   -0.026860
Sing,Metric,251108 13:14:16.229991,   14.000000,  375.000000,  450.000000,    1.099349,    1.212284,    0.060694,    7.296471,   -0.017108,   -0.033833,  -10.426303,   -0.023597
Sing,Metric,251108 13:14:24.708992,   14.000000,  375.000000,  450.000000,    1.222783,    1.347364,    0.069529,    8.308019,   -0.018835,   -0.035503,  -10.426303,   -0.024599
Sing,Metric,251108 13:14:38.452654,   14.000000,  375.000000,  450.000000,    1.305060,    1.490759,    0.078557,    9.340576,   -0.019913,   -0.035930,  -10.426303,   -0.024917
Sing,Metric,251108 13:14:47.021389,   14.000000,  375.000000,  450.000000,    1.396012,    1.560420,    0.083943,   10.253747,   -0.018370,   -0.036066,  -10.426303,   -0.024633
Sing,Metric,251108 13:14:56.524945,   14.000000,  375.000000,  450.000000,    1.506796,    1.668888,    0.091804,   11.261994,   -0.017878,   -0.035255,  -10.426303,   -0.024211
Sing,Metric,251108 13:15:06.101535,   14.000000,  375.000000,  450.000000,    1.610393,    1.805588,    0.100227,   12.305953,   -0.018716,   -0.033451,  -10.426303,   -0.024196
Sing,Metric,251108 13:15:17.148524,   14.000000,  375.000000,  450.000000,    1.736306,    1.920828,    0.108716,   13.325787,   -0.017735,   -0.033770,  -10.426303,   -0.022963
Sing,Metric,251108 13:15:25.053064,   14.000000,  375.000000,  450.000000,    1.824389,    1.998060,    0.114462,   14.345817,   -0.018564,   -0.033874,  -10.426303,   -0.024811
Sing,Metric,251108 13:15:34.368674,   14.000000,  375.000000,  450.000000,    1.903288,    2.080136,    0.120097,   15.303598,   -0.018320,   -0.032607,  -10.426303,   -0.026020
Sing,Metric,251108 13:15:42.325675,   14.000000,  375.000000,  450.000000,    2.001467,    2.155184,    0.125309,   16.297814,   -0.019430,   -0.031779,  -10.426303,   -0.025333
Sing,Metric,251108 13:15:56.013644,   14.000000,  375.000000,  450.000000,    2.096844,    2.255368,    0.132452,   17.340102,   -0.019354,   -0.034770,  -10.426303,   -0.025704
Sing,Metric,251108 13:16:07.324680,   14.000000,  375.000000,  450.000000,    2.173255,    2.371738,    0.141233,   18.274443,   -0.017651,   -0.036867,  -10.426303,   -0.026298
