Type,Units,Time,Barometric Pressure,Temperature,Humidity,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3,cDAQ1Mod2/ai1,cDAQ1Mod2/ai2,cDAQ1Mod2/ai3
Type,US / Metric,Time,PSI / Pascals,F / C,% / %,lbf / N,lbf / N,in.lb / Nm,degrees / degrees, / , / , / , / 
Sing,Metric,251107 17:16:08.872687,   14.000000,  375.000000,  450.000000,   -1.691209,   -1.264999,   -0.091594,  -16.700369,   -0.017665,   -0.033600,  -10.426303,   -0.026185
Sing,Metric,251107 17:16:20.929659,   14.000000,  375.000000,  450.000000,   -1.586445,   -1.183361,   -0.091416,  -15.650393,   -0.017507,   -0.035575,  -10.426303,   -0.025022
Sing,Metric,251107 17:16:29.215658,   14.000000,  375.000000,  450.000000,   -1.474387,   -1.094736,   -0.089773,  -14.667121,   -0.019018,   -0.033252,  -10.426303,   -0.024829
Sing,Metric,251107 17:16:37.672681,   14.000000,  375.000000,  450.000000,   -1.391944,   -0.988633,   -0.086277,  -13.734849,   -0.018258,   -0.033155,  -10.426303,   -0.025105
Sing,Metric,251107 17:16:47.334506,   14.000000,  375.000000,  450.000000,   -1.280749,   -0.854393,   -0.079572,  -12.690024,   -0.017843,   -0.033703,  -10.426303,   -0.026286
Sing,Metric,251107 17:16:58.313353,   14.000000,  375.000000,  450.000000,   -1.151286,   -0.742149,   -0.072801,  -11.673632,   -0.018470,   -0.032332,  -10.426303,   -0.027110
Sing,Metric,251107 17:17:08.473711,   14.000000,  375.000000,  450.000000,   -1.026351,   -0.670175,   -0.067380,  -10.770659,   -0.018154,   -0.032095,  -10.426303,   -0.026534
Sing,Metric,251107 17:17:20.816241,   14.000000,  375.000000,  450.000000,   -0.881026,   -0.562334,   -0.060205,   -9.637811,   -0.018855,   -0.034910,  -10.426303,   -0.024674
Sing,Metric,251107 17:17:32.292349,   14.000000,  375.000000,  450.000000,   -0.775150,   -0.461781,   -0.054327,   -8.709873,   -0.017532,   -0.032066,  -10.426303,   -0.024694
Sing,Metric,251107 17:17:44.466053,   14.000000,  375.000000,  450.000000,   -0.641323,   -0.347875,   -0.047487,   -7.654582,   -0.018396,   -0.032516,  -10.426303,   -0.026890
Sing,Metric,251107 17:18:11.912568,   14.000000,  375.000000,  450.000000,   -0.510264,   -0.251166,   -0.041236,   -6.675837,   -0.018137,   -0.035175,  -10.426303,   -0.025713
Sing,Metric,251107 17:18:21.039918,   14.000000,  375.000000,  450.000000,   -0.391582,   -0.142269,   -0.034757,   -5.705251,   -0.018572,   -0.034128,  -10.426303,   -0.025824
Sing,Metric,251107 17:18:29.967919,   14.000000,  375.000000,  450.000000,   -0.274694,   -0.001466,   -0.027038,   -4.692363,   -0.018070,   -0.035567,  -10.426303,   -0.025868
Sing,Metric,251107 17:18:40.551916,   14.000000,  375.000000,  450.000000,   -0.155192,    0.106105,   -0.020359,   -3.677311,   -0.019236,   -0.034061,  -10.426303,   -0.025269
Sing,Metric,251107 17:18:51.823516,   14.000000,  375.000000,  450.000000,   -0.024919,    0.236000,   -0.012524,   -2.673790,   -0.018390,   -0.034075,  -10.426303,   -0.026525
Sing,Metric,251107 17:18:59.999801,   14.000000,  375.000000,  450.000000,    0.080380,    0.328148,   -0.006910,   -1.723163,   -0.019143,   -0.032010,  -10.426303,   -0.025343
Sing,Metric,251107 17:19:07.399875,   14.000000,  375.000000,  450.000000,    0.211927,    0.478560,    0.001168,   -0.700687,   -0.018129,   -0.033919,  -10.426303,   -0.024813
Sing,Metric,251107 17:19:14.952280,   14.000000,  375.000000,  450.000000,    0.324119,    0.615586,    0.008583,    0.246575,   -0.017881,   -0.034471,  -10.426303,   -0.025599
Sing,Metric,251107 17:19:33.391856,   14.000000,  375.000000,  450.000000,    0.456989,    0.764333,    0.016494,    1.284739,   -0.017487,   -0.033234,  -10.426303,   -0.026931
Sing,Metric,251107 17:19:43.656856,   14.000000,  375.000000,  450.000000,    0.559255,    0.900375,    0.023073,    2.326423,   -0.019066,   -0.034561,  -10.426303,   -0.028177
Sing,Metric,251107 17:19:53.681804,   14.000000,  375.000000,  450.000000,    0.666773,    1.039911,    0.030124,    3.306306,   -0.019581,   -0.033614,  -10.426303,   -0.027141
Sing,Metric,251107 17:20:03.144805,   14.000000,  375.000000,  450.000000,    0.781892,    1.135742,    0.036106,    4.325240,   -0.017749,   -0.032863,  -10.426303,   -0.026820
Sing,Metric,251107 17:20:18.268474,   14.000000,  375.000000,  450.000000,    0.900775,    1.311188,    0.045246,    5.282960,   -0.018786,   -0.032412,  -10.426303,   -0.027053
Sing,Metric,251107 17:20:26.584524,   14.000000,  375.000000,  450.000000,    1.006963,    1.415481,    0.051401,    6.343977,   -0.018400,   -0.034469,  -10.426303,   -0.026549
Sing,Metric,251107 17:20:36.952090,   14.000000,  375.000000,  450.000000,    1.117012,    1.567405,    0.060081,    7.453289,   -0.017015,   -0.033825,  -10.426303,   -0.027735
Sing,Metric,251107 17:20:54.152385,   14.000000,  375.000000,  450.000000,    1.205337,    1.698901,    0.066849,    8.337605,   -0.016931,   -0.035911,  -10.426303,   -0.027325
Sing,Metric,251107 17:21:09.512343,   14.000000,  375.000000,  450.000000,    1.317103,    1.824387,    0.075475,    9.348436,   -0.017764,   -0.035242,  -10.426303,   -0.027266
Sing,Metric,251107 17:21:21.591935,   14.000000,  375.000000,  450.000000,    1.413613,    1.909076,    0.082481,   10.292351,   -0.017882,   -0.033729,  -10.426303,   -0.026389
Sing,Metric,251107 17:21:32.689564,   14.000000,  375.000000,  450.000000,    1.515905,    2.009811,    0.090309,   11.286677,   -0.016954,   -0.033956,  -10.426303,   -0.026491
Sing,Metric,251107 17:21:55.291913,   14.000000,  375.000000,  450.000000,    1.637465,    2.110269,    0.097723,   12.295137,   -0.018961,   -0.033949,  -10.426303,   -0.025650
Sing,Metric,251107 17:22:04.688295,   14.000000,  375.000000,  450.000000,    1.729992,    2.184010,    0.102874,   13.307361,   -0.017785,   -0.036596,  -10.426303,   -0.025983
Sing,Metric,251107 17:23:02.152264,   14.000000,  375.000000,  450.000000,    1.860241,    2.279557,    0.109755,   14.284517,   -0.018371,   -0.035268,  -10.426303,   -0.025778
Sing,Metric,251107 17:23:13.736010,   14.000000,  375.000000,  450.000000,    1.931281,    2.363728,    0.116021,   15.301836,   -0.017103,   -0.034927,  -10.426303,   -0.027043
Sing,Metric,251107 17:23:23.088393,   14.000000,  375.000000,  450.000000,    2.017896,    2.459745,    0.122049,   16.315846,   -0.017193,   -0.036014,  -10.426303,   -0.026487
Sing,Metric,251107 17:24:13.243700,   14.000000,  375.000000,  450.000000,    2.131400,    2.610323,    0.132384,   17.336010,   -0.018481,   -0.033001,  -10.426303,   -0.026179
Sing,Metric,251107 17:24:27.424418,   14.000000,  375.000000,  450.000000,    2.215285,    2.702390,    0.138714,   18.269971,   -0.017978,   -0.032104,  -10.426303,   -0.025494
