Type,Units,Time,Barometric Pressure,Temperature,Humidity,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3,cDAQ1Mod2/ai1,cDAQ1Mod2/ai2,cDAQ1Mod2/ai3
Type,US / Metric,Time,PSI / Pascals,F / C,% / %,lbf / N,lbf / N,in.lb / Nm,degrees / degrees, / , / , / , / 
Sing,Metric,251108 10:17:11.740233,   14.000000,  375.000000,  450.000000,   -1.516757,   -4.179398,   -0.285383,  -16.727669,   -0.017709,   -0.030344,  -10.426303,   -0.025481
Sing,Metric,251108 10:17:22.664805,   14.000000,  375.000000,  450.000000,   -1.370393,   -3.844204,   -0.283671,  -15.690995,   -0.017461,   -0.030065,  -10.426303,   -0.028024
Sing,Metric,251108 10:17:30.430801,   14.000000,  375.000000,  450.000000,   -1.372120,   -3.397556,   -0.295866,  -14.736129,   -0.017184,   -0.033215,  -10.426303,   -0.026442
Sing,Metric,251108 10:17:38.490796,   14.000000,  375.000000,  450.000000,   -1.409844,   -3.036211,   -0.288376,  -13.607765,   -0.016600,   -0.032895,  -10.426303,   -0.025603
Sing,Metric,251108 10:17:46.740796,   14.000000,  375.000000,  450.000000,   -1.307442,   -2.665797,   -0.266435,  -12.721919,   -0.016643,   -0.034183,  -10.426303,   -0.026856
Sing,Metric,251108 10:18:03.863790,   14.000000,  375.000000,  450.000000,   -1.137924,   -2.243439,   -0.240237,  -11.704085,   -0.017159,   -0.035161,  -10.426303,   -0.026756
Sing,Metric,251108 10:18:13.887799,   14.000000,  375.000000,  450.000000,   -0.983188,   -1.943944,   -0.221725,  -10.693239,   -0.018005,   -0.034591,  -10.426303,   -0.026823
Sing,Metric,251108 10:18:27.600075,   14.000000,  375.000000,  450.000000,   -0.829762,   -1.617337,   -0.202104,   -9.647300,   -0.017743,   -0.032541,  -10.426303,   -0.027495
Sing,Metric,251108 10:18:37.571043,   14.000000,  375.000000,  450.000000,   -0.662077,   -1.236896,   -0.178845,   -8.734573,   -0.017400,   -0.035621,  -10.426303,   -0.026103
Sing,Metric,251108 10:18:45.224074,   14.000000,  375.000000,  450.000000,   -0.505115,   -0.882666,   -0.156827,   -7.688975,   -0.016715,   -0.033201,  -10.426303,   -0.025285
Sing,Metric,251108 10:18:51.616072,   14.000000,  375.000000,  450.000000,   -0.350274,   -0.482742,   -0.131530,   -6.664734,   -0.018277,   -0.033102,  -10.426303,   -0.026100
Sing,Metric,251108 10:18:58.745058,   14.000000,  375.000000,  450.000000,   -0.211576,   -0.067234,   -0.106834,   -5.744924,   -0.018057,   -0.032735,  -10.426303,   -0.025645
Sing,Metric,251108 10:19:07.944089,   14.000000,  375.000000,  450.000000,   -0.066752,    0.328221,   -0.081051,   -4.727776,   -0.017929,   -0.030897,  -10.426303,   -0.026760
Sing,Metric,251108 10:19:14.455073,   14.000000,  375.000000,  450.000000,    0.074341,    0.684660,   -0.057637,   -3.710017,   -0.017644,   -0.030807,  -10.426303,   -0.028263
