Type,Units,Time,Barometric Pressure,Temperature,Humidity,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3,cDAQ1Mod2/ai1,cDAQ1Mod2/ai2,cDAQ1Mod2/ai3
Type,US / Metric,Time,PSI / Pascals,F / C,% / %,lbf / N,lbf / N,in.lb / Nm,degrees / degrees, / , / , / , / 
Sing,Metric,251107 14:54:14.496843,   14.000000,  375.000000,  450.000000,   -1.696309,    0.207727,   -0.022943,  -16.709431,   -0.017815,   -0.032906,  -10.426303,   -0.022885
Sing,Metric,251107 14:54:28.665571,   14.000000,  375.000000,  450.000000,   -1.575529,    0.184311,   -0.021851,  -15.664500,   -0.018112,   -0.031207,  -10.426303,   -0.022812
Sing,Metric,251107 14:54:39.301568,   14.000000,  375.000000,  450.000000,   -1.460576,    0.158876,   -0.020659,  -14.653794,   -0.018250,   -0.032967,  -10.426303,   -0.022428
Sing,Metric,251107 14:54:48.650931,   14.000000,  375.000000,  450.000000,   -1.348688,    0.139571,   -0.019528,  -13.736163,   -0.017948,   -0.034052,  -10.426303,   -0.020037
Sing,Metric,251107 14:55:01.002019,   14.000000,  375.000000,  450.000000,   -1.222597,    0.107885,   -0.018048,  -12.700141,   -0.017458,   -0.036649,  -10.426303,   -0.021762
Sing,Metric,251107 14:55:11.273506,   14.000000,  375.000000,  450.000000,   -1.103234,    0.092805,   -0.016664,  -11.681686,   -0.018390,   -0.032265,  -10.426303,   -0.023179
Sing,Metric,251107 14:55:23.233832,   14.000000,  375.000000,  450.000000,   -0.999987,    0.078219,   -0.015344,  -10.665592,   -0.018947,   -0.032696,  -10.426303,   -0.023486
Sing,Metric,251107 14:55:36.784832,   14.000000,  375.000000,  450.000000,   -0.896634,    0.054674,   -0.014009,   -9.744002,   -0.020134,   -0.033947,  -10.426303,   -0.023142
Sing,Metric,251107 14:55:49.809833,   14.000000,  375.000000,  450.000000,   -0.770494,    0.048925,   -0.012378,   -8.698852,   -0.018054,   -0.032305,  -10.426303,   -0.023820
Sing,Metric,251107 14:55:58.746408,   14.000000,  375.000000,  450.000000,   -0.667402,    0.044806,   -0.010950,   -7.701586,   -0.020008,   -0.033100,  -10.426303,   -0.023227
Sing,Metric,251107 14:56:09.521417,   14.000000,  375.000000,  450.000000,   -0.552085,    0.031100,   -0.009184,   -6.647193,   -0.018421,   -0.036362,  -10.426303,   -0.022863
Sing,Metric,251107 14:56:20.368744,   14.000000,  375.000000,  450.000000,   -0.446875,    0.019458,   -0.007645,   -5.735450,   -0.018842,   -0.039594,  -10.426303,   -0.024041
Sing,Metric,251107 14:56:32.104743,   14.000000,  375.000000,  450.000000,   -0.332565,    0.008624,   -0.005737,   -4.702249,   -0.018909,   -0.033782,  -10.426303,   -0.023446
Sing,Metric,251107 14:56:44.033350,   14.000000,  375.000000,  450.000000,   -0.229847,    0.005924,   -0.004174,   -3.704227,   -0.017933,   -0.036484,  -10.426303,   -0.024175
Sing,Metric,251107 14:56:58.171936,   14.000000,  375.000000,  450.000000,   -0.105916,   -0.000784,   -0.002306,   -2.718583,   -0.017265,   -0.035522,  -10.426303,   -0.023770
Sing,Metric,251107 14:57:09.961334,   14.000000,  375.000000,  450.000000,    0.015317,   -0.005168,   -0.000389,   -1.710228,   -0.018359,   -0.036701,  -10.426303,   -0.024626
Sing,Metric,251107 14:57:21.196304,   14.000000,  375.000000,  450.000000,    0.127148,   -0.003277,    0.001540,   -0.705621,   -0.017026,   -0.032064,  -10.426303,   -0.022991
Sing,Metric,251107 14:57:36.290301,   14.000000,  375.000000,  450.000000,    0.244529,   -0.000634,    0.003918,    0.321438,   -0.017315,   -0.033058,  -10.426303,   -0.023672
Sing,Metric,251107 14:57:45.577649,   14.000000,  375.000000,  450.000000,    0.342361,    0.003843,    0.005757,    1.352379,   -0.018235,   -0.034138,  -10.426303,   -0.025388
Sing,Metric,251107 14:57:59.889393,   14.000000,  375.000000,  450.000000,    0.451287,    0.005326,    0.007892,    2.303756,   -0.016659,   -0.033941,  -10.426303,   -0.023480
Sing,Metric,251107 14:58:11.273761,   14.000000,  375.000000,  450.000000,    0.556876,    0.014330,    0.009916,    3.295070,   -0.017991,   -0.037273,  -10.426303,   -0.024242
Sing,Metric,251107 14:58:20.818040,   14.000000,  375.000000,  450.000000,    0.665248,    0.019624,    0.012186,    4.257881,   -0.017499,   -0.034283,  -10.426303,   -0.023863
Sing,Metric,251107 14:58:35.833646,   14.000000,  375.000000,  450.000000,    0.797304,    0.035184,    0.014865,    5.268631,   -0.017182,   -0.033290,  -10.426303,   -0.021657
Sing,Metric,251107 14:58:43.665664,   14.000000,  375.000000,  450.000000,    0.898732,    0.039631,    0.016952,    6.259721,   -0.019157,   -0.035596,  -10.426303,   -0.022918
Sing,Metric,251107 14:58:53.216259,   14.000000,  375.000000,  450.000000,    1.011009,    0.053122,    0.019311,    7.300955,   -0.018329,   -0.034837,  -10.426303,   -0.022729
Sing,Metric,251107 14:59:03.665256,   14.000000,  375.000000,  450.000000,    1.125355,    0.069117,    0.022029,    8.324611,   -0.017885,   -0.035754,  -10.426303,   -0.022991
Sing,Metric,251107 14:59:25.889144,   14.000000,  375.000000,  450.000000,    1.249736,    0.091403,    0.024677,    9.348169,   -0.016919,   -0.032470,  -10.426303,   -0.022451
Sing,Metric,251107 14:59:35.673174,   14.000000,  375.000000,  450.000000,    1.353060,    0.106045,    0.026964,   10.283261,   -0.016881,   -0.033799,  -10.426303,   -0.022265
