Type,Units,Time,Barometric Pressure,Temperature,Humidity,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3,cDAQ1Mod2/ai1,cDAQ1Mod2/ai2,cDAQ1Mod2/ai3
Type,US / Metric,Time,PSI / Pascals,F / C,% / %,lbf / N,lbf / N,in.lb / Nm,degrees / degrees, / , / , / , / 
Sing,Metric,251107 16:15:57.442080,14,375,450,-1.73101,0.219458,-0.022404,-16.710601,-0.018307,-0.037122,-10.426303,-0.025939
Sing,Metric,251107 16:16:23.265379,14,375,450,-1.61188,0.191283,-0.021403,-15.657376,-0.019115,-0.035024,-10.426303,-0.023392
Sing,Metric,251107 16:16:48.305076,14,375,450,-1.490412,0.168302,-0.020223,-14.707554,-0.017747,-0.034212,-10.426303,-0.025285
Sing,Metric,251107 16:17:02.409468,14,375,450,-1.379782,0.145357,-0.019017,-13.735851,-0.017234,-0.03679,-10.426303,-0.024824
Sing,Metric,251107 16:17:14.912844,14,375,450,-1.248739,0.126351,-0.01745,-12.690903,-0.0183,-0.03371,-10.426303,-0.025887
Sing,Metric,251107 16:17:30.553535,14,375,450,-1.122103,0.103719,-0.016129,-11.680023,-0.019249,-0.034797,-10.426303,-0.024935
Sing,Metric,251107 16:17:48.976319,14,375,450,-1.005336,0.087802,-0.014861,-10.656111,-0.018261,-0.038081,-10.426303,-0.026861
Sing,Metric,251107 16:18:01.024718,14,375,450,-0.888682,0.068389,-0.013295,-9.740636,-0.018069,-0.03526,-10.426303,-0.024098
Sing,Metric,251107 16:18:12.697062,14,375,450,-0.768805,0.055713,-0.011574,-8.703032,-0.018251,-0.038239,-10.426303,-0.025545
Sing,Metric,251107 16:18:26.176431,14,375,450,-0.660618,0.037601,-0.010014,-7.661257,-0.019174,-0.036044,-10.426303,-0.025103
Sing,Metric,251107 16:18:49.376902,14,375,450,-0.531244,0.03203,-0.008067,-6.6832,-0.017716,-0.032632,-10.426303,-0.024657
Sing,Metric,251107 16:19:04.504264,14,375,450,-0.44288,0.023054,-0.006821,-5.725192,-0.017281,-0.035192,-10.426303,-0.024226
Sing,Metric,251107 16:19:18.800265,14,375,450,-0.318233,0.018866,-0.004968,-4.691778,-0.019159,-0.036603,-10.426303,-0.024515
Sing,Metric,251107 16:19:29.872998,14,375,450,-0.210948,0.012278,-0.003213,-3.674891,-0.018179,-0.035219,-10.426303,-0.025422
Sing,Metric,251107 16:19:40.241368,14,375,450,-0.098598,0.010346,-0.001429,-2.726409,-0.018732,-0.034486,-10.426303,-0.025757
Sing,Metric,251107 16:19:49.993370,14,375,450,0.038953,0.006678,0.000758,-1.725209,-0.018799,-0.034286,-10.426303,-0.025371
Sing,Metric,251107 16:20:00.296940,14,375,450,0.134612,0.003678,0.00258,-0.709043,-0.017317,-0.036983,-10.426303,-0.025212
Sing,Metric,251107 16:20:16.440797,14,375,450,0.260181,0.0131,0.004844,0.331512,-0.018721,-0.036312,-10.426303,-0.022281
Sing,Metric,251107 16:20:34.936215,14,375,450,0.383657,0.008168,0.007185,1.329303,-0.019492,-0.036234,-10.426303,-0.023878
Sing,Metric,251107 16:21:27.625965,14,375,450,0.471801,0.009514,0.008886,2.253956,-0.019953,-0.032528,-10.426303,-0.025505
Sing,Metric,251107 16:21:36.620591,14,375,450,0.588669,0.014119,0.011112,3.297878,-0.020283,-0.032346,-10.426303,-0.024876
Sing,Metric,251107 16:21:44.407195,14,375,450,0.702543,0.022179,0.013401,4.316916,-0.020196,-0.032883,-10.426303,-0.023922
Sing,Metric,251107 16:22:00.704998,14,375,450,0.835916,0.036289,0.015954,5.285013,-0.018657,-0.034044,-10.426303,-0.023999
Sing,Metric,251107 16:22:09.704969,14,375,450,0.938869,0.041933,0.018236,6.280117,-0.018302,-0.033003,-10.426303,-0.024859
Sing,Metric,251107 16:22:22.353003,14,375,450,1.062841,0.066268,0.02089,7.324767,-0.01862,-0.035981,-10.426303,-0.026356
Sing,Metric,251107 16:22:33.497352,14,375,450,1.162092,0.082135,0.022981,8.329453,-0.018211,-0.035064,-10.426303,-0.025641
Sing,Metric,251107 16:22:42.984379,14,375,450,1.293908,0.100758,0.025986,9.336446,-0.01808,-0.036238,-10.426303,-0.025564
Sing,Metric,251107 16:22:52.922906,14,375,450,1.404147,0.116719,0.028237,10.258991,-0.019541,-0.034237,-10.426303,-0.024375
Sing,Metric,251107 16:23:03.312252,14,375,450,1.514617,0.137571,0.03069,11.285498,-0.018964,-0.035703,-10.426303,-0.023372
Sing,Metric,251107 16:23:14.705252,14,375,450,1.638484,0.15729,0.0335,12.278829,-0.019105,-0.034727,-10.426303,-0.023776
Sing,Metric,251107 16:23:23.353076,14,375,450,1.7504,0.176776,0.036387,13.323296,-0.019107,-0.037223,-10.426303,-0.024046
Sing,Metric,251107 16:23:33.577078,14,375,450,1.877371,0.214525,0.039374,14.347349,-0.020896,-0.036769,-10.426303,-0.024401
Sing,Metric,251107 16:23:43.961440,14,375,450,1.979057,0.232154,0.041967,15.30682,-0.021125,-0.032485,-10.426303,-0.023718
Sing,Metric,251107 16:23:53.880440,14,375,450,2.097796,0.26741,0.044842,16.318234,-0.019604,-0.03237,-10.426303,-0.024152
Sing,Metric,251107 16:24:05.169439,14,375,450,2.217553,0.301707,0.048115,17.34536,-0.017816,-0.037317,-10.426303,-0.023764
Sing,Metric,251107 16:24:20.602759,14,375,450,2.322011,0.32677,0.050793,18.252252,-0.018851,-0.036286,-10.426303,-0.024495
